Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19720912.19.22,Summary,9/12/72,18:31:00,3,Iowa,-,-,1,0,0,100,0.1,Wright,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.82,-94,42.83,-93.97,1,,649,Unmodified
19720928.19.23,Summary,9/28/72,13:50:00,3,Iowa,-,-,2,0,3,2200,64.5,Linn,Jones,Delaware,Dubuque,-,-,-,-,-,-,-,-,$500K-$5M,,42.2,-91.78,42.42,-90.55,1,,671,Unmodified
19721003.19.24,Summary,10/3/72,15:00:00,3,Iowa,-,-,0,0,0,50,0.1,Butler,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.9,-92.8,42.9,-92.78,1,,685,Unmodified
19730419.19.1,Summary,4/19/73,16:00:00,3,Iowa,-,-,1,0,0,50,1,Lyon,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.3,-96.3,-,-,1,,170,Unmodified
19730419.19.2,Summary,4/19/73,17:00:00,3,Iowa,-,-,1,0,0,300,1,Crawford,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.2,-95.3,-,-,1,,174,Unmodified
19730419.19.3,Summary,4/19/73,18:15:00,3,Iowa,-,-,1,0,0,300,2.7,Ringgold,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.77,-94.1,40.8,-94.05,1,,182,Unmodified
19730419.19.4,Summary,4/19/73,18:20:00,3,Iowa,-,-,1,0,0,200,1,Union,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.05,-94.35,-,-,1,,183,Unmodified
19730419.19.5,Summary,4/19/73,20:00:00,3,Iowa,-,-,2,0,0,400,2,Clarke,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.1,-93.83,-,-,1,,186,Unmodified
19730420.19.6,Summary,4/20/73,12:15:00,3,Iowa,-,-,1,0,0,350,2,Washington,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.5,-91.7,-,-,1,,194,Unmodified
19730420.19.7,Summary,4/20/73,16:00:00,3,Iowa,-,-,0,0,0,150,2,Davis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.7,-92.3,-,-,1,,202,Unmodified
19730421.19.8,Summary,4/21/73,15:40:00,3,Iowa,-,-,2,0,6,10,13.2,Iowa,Johnson,-,-,-,-,-,-,-,-,-,-,-,,41.58,-91.92,41.75,-91.75,1,,214,Unmodified
19730421.19.9,Summary,4/21/73,18:10:00,3,Iowa,-,-,1,0,0,250,4.1,Lee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.78,-91.58,40.83,-91.52,1,,216,Unmodified
19730421.19.10,Summary,4/21/73,21:20:00,3,Iowa,-,-,1,0,0,150,1,Henry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.13,-91.45,-,-,1,,221,Unmodified
19730507.19.11,Summary,5/7/73,17:30:00,3,Iowa,-,-,0,0,0,60,0.5,Story,-,-,-,-,-,-,-,-,-,-,-,-,,42.02,-93.45,-,-,1,,315,Unmodified
19730507.19.12,Summary,5/7/73,18:50:00,3,Iowa,-,-,0,0,0,50,0.5,Black Hawk,-,-,-,-,-,-,-,-,-,-,-,-,,42.4,-92.45,-,-,1,,321,Unmodified
19730604.19.13,Summary,6/4/73,14:15:00,3,Iowa,-,-,1,0,0,100,1,Bremer,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.77,-92.47,-,-,1,,568,Unmodified
19730604.19.14,Summary,6/4/73,14:35:00,3,Iowa,-,-,2,0,0,250,1.3,Jasper,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.7,-93.05,41.73,-93.02,1,,569,Unmodified
19730604.19.15,Summary,6/4/73,15:30:00,3,Iowa,-,-,2,0,0,100,1,Winneshiek,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,43.15,-91.77,-,-,1,,571,Unmodified
19730616.19.16,Summary,6/16/73,17:45:00,3,Iowa,-,-,0,0,0,50,1,Clarke,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.08,-93.93,-,-,1,,636,Unmodified
19730616.19.17,Summary,6/16/73,18:45:00,3,Iowa,-,-,0,0,0,100,0.5,Des Moines,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.82,-91.12,-,-,1,,639,Unmodified
19730616.19.18,Summary,6/16/73,19:45:00,3,Iowa,-,-,1,0,0,50,0.5,Black Hawk,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.32,-92.5,-,-,1,,644,Unmodified
19730618.19.19,Summary,6/18/73,3:40:00,3,Iowa,-,-,2,2,10,400,2,Woodbury,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.48,-96.07,-,-,1,,656,Unmodified
19730618.19.20,Summary,6/18/73,3:46:00,3,Iowa,-,-,2,0,5,300,1,Woodbury,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.47,-96.05,-,-,1,,657,Unmodified
19730701.19.21,Summary,7/1/73,23:15:00,3,Iowa,-,-,1,0,0,10,0.1,Story,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.98,-93.62,-,-,1,,761,Unmodified
19730702.19.22,Summary,7/2/73,0:33:00,3,Iowa,-,-,1,0,0,10,30.3,Grundy,Bremer,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.33,-92.8,42.7,-92.47,1,,762,Unmodified
19730921.19.23,Summary,9/21/73,8:25:00,3,Iowa,-,-,3,0,0,143,2.3,Webster,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.53,-94.23,42.57,-94.18,1,,912,Unmodified
19730921.19.24,Summary,9/21/73,18:00:00,3,Iowa,-,-,1,0,0,10,0.1,Hardin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.25,-93.08,-,-,1,,914,Unmodified
19730921.19.25,Summary,9/21/73,19:30:00,3,Iowa,-,-,1,0,0,100,2,Tama,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.92,-92.58,-,-,1,,915,Unmodified
19730925.19.26,Summary,9/25/73,23:59:00,3,Iowa,-,-,2,0,0,10,0.1,Shelby,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.55,-95.33,-,-,1,,935,Unmodified
19730926.19.27,Summary,9/26/73,2:40:00,3,Iowa,-,-,2,0,0,100,1,Wright,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.82,-93.8,-,-,1,,937,Unmodified
19730926.19.28,Summary,9/26/73,2:45:00,3,Iowa,-,-,2,0,0,50,1,Hancock,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.02,-93.58,-,-,1,,938,Unmodified
19730926.19.29,Summary,9/26/73,2:45:00,3,Iowa,-,-,1,0,0,50,1,Hancock,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.07,-93.6,-,-,1,,939,Unmodified
19730926.19.30,Summary,9/26/73,3:00:00,3,Iowa,-,-,2,0,0,100,2,Cerro Gordo,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.97,-93.48,-,-,1,,940,Unmodified
19731009.19.31,Summary,10/9/73,21:00:00,3,Iowa,-,-,1,0,0,200,4.7,Plymouth,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.6,-96.25,42.65,-96.17,1,,956,Unmodified
19731009.19.32,Summary,10/9/73,21:00:00,3,Iowa,-,-,1,0,0,100,1,O'Brien,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.12,-95.78,-,-,1,,957,Unmodified
19740428.19.1,Summary,4/28/74,14:00:00,3,Iowa,-,-,0,0,0,10,0.1,Polk,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,41.65,-93.47,-,-,1,,344,Unmodified
19740428.19.2,Summary,4/28/74,18:20:00,3,Iowa,-,-,1,0,2,50,2,Johnson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.5,-91.5,-,-,1,,345,Unmodified
19740428.19.3,Summary,4/28/74,18:45:00,3,Iowa,-,-,2,0,16,100,2.3,Cedar,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.63,-91.35,41.65,-91.28,1,,346,Unmodified
19740513.19.4,Summary,5/13/74,16:30:00,3,Iowa,-,-,3,0,0,20,10.9,Montgomery,Cass,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.13,-95.07,41.22,-94.88,1,,407,Unmodified
19740513.19.5,Summary,5/13/74,21:30:00,3,Iowa,-,-,1,0,0,10,0.1,Des Moines,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.9,-91.27,-,-,1,,411,Unmodified
19740513.19.7,Summary,5/13/74,21:40:00,3,Iowa,-,-,1,0,0,77,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.55,-90.7,-,-,1,,412,Unmodified
19740513.19.6,Summary,5/13/74,22:00:00,3,Iowa,-,-,3,0,0,100,3.6,Scott,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,41.62,-90.6,41.67,-90.55,1,,413,Unmodified
19740513.19.8,Summary,5/13/74,22:00:00,3,Iowa,-,-,2,0,0,50,1,Des Moines,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41,-91.15,-,-,1,,414,Unmodified
19740516.19.9,Summary,5/16/74,18:10:00,3,Iowa,-,-,0,0,0,10,0.1,Muscatine,-,-,-,-,-,-,-,-,-,-,-,-,,41.28,-91.12,-,-,1,,429,Unmodified
19740516.19.10,Summary,5/16/74,19:48:00,3,Iowa,-,-,0,0,0,10,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,-,,41.5,-90.6,-,-,1,,431,Unmodified
19740516.19.11,Summary,5/16/74,20:15:00,3,Iowa,-,-,0,0,0,10,0.1,Scott,-,-,-,-,-,-,-,-,-,-,-,-,,41.7,-90.68,-,-,1,,432,Unmodified
19740528.19.12,Summary,5/28/74,20:10:00,3,Iowa,-,-,3,0,3,150,3.8,Worth,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,43.33,-93.22,43.37,-93.13,1,,478,Unmodified
19740530.19.13,Summary,5/30/74,17:30:00,3,Iowa,-,-,0,0,0,10,0.1,Wright,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,42.73,-94,-,-,1,,485,Unmodified
19740603.19.14,Summary,6/3/74,17:35:00,3,Iowa,-,-,1,0,0,200,3,Mitchell,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.28,-92.73,43.32,-92.67,1,,506,Unmodified
19740603.19.15,Summary,6/3/74,19:00:00,3,Iowa,-,-,0,0,0,10,0.1,Franklin,-,-,-,-,-,-,-,-,-,-,-,-,,42.77,-93.2,-,-,1,,509,Unmodified
19740609.19.16,Summary,6/9/74,11:30:00,3,Iowa,-,-,1,0,0,100,2,Humboldt,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.72,-94.13,-,-,1,,582,Unmodified
19740609.19.17,Summary,6/9/74,12:30:00,3,Iowa,-,-,2,0,0,10,0.1,Kossuth,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,43.08,-94.02,-,-,1,,583,Unmodified
19740618.19.18,Summary,6/18/74,19:50:00,3,Iowa,-,-,1,0,1,10,0.1,Webster,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.5,-94.27,-,-,1,,624,Unmodified
19740618.19.19,Summary,6/18/74,20:01:00,3,Iowa,-,-,0,0,0,10,0.1,Marshall,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.1,-92.87,-,-,1,,625,Unmodified
19740618.19.20,Summary,6/18/74,20:15:00,3,Iowa,-,-,2,0,0,200,2,Story,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.95,-93.68,-,-,1,,626,Unmodified
19740618.19.21,Summary,6/18/74,21:35:00,3,Iowa,-,-,4,2,50,400,15.3,Polk,-,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,41.73,-93.62,41.52,-93.53,1,,627,Unmodified
19740620.19.22,Summary,6/20/74,16:45:00,3,Iowa,-,-,3,1,20,200,10.6,Clinton,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,41.98,-90.27,41.83,-90.2,1,,637,Unmodified
19740622.19.23,Summary,6/22/74,1:25:00,3,Iowa,-,-,2,0,0,100,0.1,Hamilton,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.3,-93.65,42.32,-93.6,1,,674,Unmodified
19740703.19.24,Summary,7/3/74,14:35:00,3,Iowa,-,-,0,0,0,10,0.1,Carroll,-,-,-,-,-,-,-,-,-,-,-,-,,42.1,-94.85,-,-,1,,695,Unmodified
19740722.19.25,Summary,7/22/74,1:25:00,3,Iowa,-,-,1,0,0,150,1,Johnson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.48,-91.45,-,-,1,,734,Unmodified
19740812.19.26,Summary,8/12/74,16:20:00,3,Iowa,-,-,4,0,12,400,5,Delaware,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,42.35,-91.48,-,-,1,,800,Unmodified
19740812.19.27,Summary,8/12/74,19:15:00,3,Iowa,-,-,4,0,2,100,2,Iowa,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.75,-92.18,-,-,1,,802,Unmodified
19750323.19.1,Summary,3/23/75,15:10:00,3,Iowa,-,-,0,0,0,10,0.1,Wayne,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.6,-93.52,-,-,1,,145,Unmodified
19750417.19.2,Summary,4/17/75,19:50:00,3,Iowa,-,-,1,0,0,10,0.1,Howard,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,43.43,-92.12,-,-,1,,209,Unmodified
19750423.19.3,Summary,4/23/75,14:55:00,3,Iowa,-,-,0,0,0,10,0.1,Taylor,-,-,-,-,-,-,-,-,-,-,-,-,,40.75,-94.82,-,-,1,,229,Unmodified
19750423.19.4,Summary,4/23/75,15:30:00,3,Iowa,-,-,0,0,0,10,0.1,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,41.55,-91.7,-,-,1,,230,Unmodified
19750506.19.5,Summary,5/6/75,16:00:00,3,Iowa,-,-,2,0,0,500,12.8,Pottawattamie,Harrison,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.4,-95.85,41.53,-95.67,1,,314,Unmodified
19750506.19.6,Summary,5/6/75,16:20:00,3,Iowa,-,-,2,0,0,10,10.6,Pottawattamie,Harrison,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.47,-95.87,41.62,-95.8,1,,315,Unmodified
19750507.19.7,Summary,5/7/75,17:30:00,3,Iowa,-,-,2,0,0,10,0.1,Crawford,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.82,-95.5,-,-,1,,327,Unmodified
19750507.19.8,Summary,5/7/75,18:00:00,3,Iowa,-,-,2,0,0,10,9.9,Shelby,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.65,-95.22,41.8,-95.2,1,,329,Unmodified
19750507.19.9,Summary,5/7/75,18:15:00,3,Iowa,-,-,0,0,0,10,0.1,Union,-,-,-,-,-,-,-,-,-,-,-,-,,41.07,-94.37,-,-,1,,330,Unmodified
19750507.19.10,Summary,5/7/75,19:00:00,3,Iowa,-,-,2,0,0,10,0.1,Decatur,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.82,-93.83,-,-,1,,331,Unmodified
19750507.19.11,Summary,5/7/75,19:30:00,3,Iowa,-,-,2,0,0,10,10,Clarke,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.03,-93.78,-,-,1,,332,Unmodified
19750520.19.12,Summary,5/20/75,17:45:00,3,Iowa,-,-,1,0,0,10,0.1,Lyon,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,43.4,-96.18,-,-,1,,407,Unmodified
19750522.19.13,Summary,5/22/75,16:45:00,3,Iowa,-,-,2,0,0,10,0.1,Woodbury,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.47,-96.37,-,-,1,,425,Unmodified
19750522.19.14,Summary,5/22/75,18:30:00,3,Iowa,-,-,1,0,0,10,0.1,Dickinson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,43.38,-95.2,-,-,1,,428,Unmodified
19750522.19.15,Summary,5/22/75,19:30:00,3,Iowa,-,-,1,0,0,10,0.1,Dickinson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,43.27,-94.95,-,-,1,,429,Unmodified
19750522.19.16,Summary,5/22/75,19:30:00,3,Iowa,-,-,1,0,0,10,0.1,Dickinson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,43.3,-95.25,-,-,1,,430,Unmodified
19750603.19.17,Summary,6/3/75,23:00:00,3,Iowa,-,-,1,0,0,10,0.1,Sioux,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.93,-96.4,-,-,1,,494,Unmodified
19750603.19.18,Summary,6/3/75,23:10:00,3,Iowa,-,-,1,0,0,10,0.1,Plymouth,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.73,-96.12,-,-,1,,495,Unmodified
19750604.19.19,Summary,6/4/75,0:30:00,3,Iowa,-,-,2,0,0,10,0.1,Clay,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,43.03,-95.15,-,-,1,,496,Unmodified
19750604.19.20,Summary,6/4/75,2:40:00,3,Iowa,-,-,2,0,0,10,0.1,Butler,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.85,-92.72,-,-,1,,497,Unmodified
19750614.19.21,Summary,6/14/75,12:33:00,3,Iowa,-,-,1,0,0,10,5.4,Dallas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,41.52,-93.9,41.52,-93.78,1,,545,Unmodified
19750618.19.23,Summary,6/18/75,5:00:00,3,Iowa,-,-,2,0,0,10,0.1,Warren,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,41.37,-93.5,-,-,1,,579,Unmodified
19750618.19.22,Summary,6/18/75,6:00:00,3,Iowa,-,-,2,0,0,10,0.1,Page,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.67,-95.23,-,-,1,,581,Unmodified
19750621.19.24,Summary,6/21/75,12:25:00,3,Iowa,-,-,0,0,0,10,0.1,Palo Alto,-,-,-,-,-,-,-,-,-,-,-,<$50,,43,-94.7,-,-,1,,620,Unmodified
19750623.19.25,Summary,6/23/75,17:05:00,3,Iowa,-,-,1,0,0,10,0.1,Wayne,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.77,-93.48,-,-,1,,627,Unmodified
19750812.19.26,Summary,8/12/75,21:30:00,3,Iowa,-,-,1,0,0,10,0.1,Benton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.88,-92,-,-,1,,773,Unmodified
19750824.19.27,Summary,8/24/75,20:45:00,3,Iowa,-,-,0,0,0,33,0.2,Floyd,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.15,-92.95,-,-,1,,795,Unmodified
19751109.19.28,Summary,11/9/75,16:30:00,3,Iowa,-,-,3,0,0,10,39.4,Tama,Black Hawk,Bremer,-,-,-,-,-,-,-,-,-,$500K-$5M,,42.2,-92.47,42.68,-92.05,1,,862,Unmodified
19751109.19.29,Summary,11/9/75,16:45:00,3,Iowa,-,-,1,0,0,300,0.1,Grundy,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.27,-92.78,42.28,-92.73,1,,863,Unmodified
19751109.19.30,Summary,11/9/75,17:30:00,3,Iowa,-,-,2,0,3,10,8.8,Van Buren,Jefferson,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.88,-92.12,41,-91.98,1,,864,Unmodified
19751109.19.31,Summary,11/9/75,17:45:00,3,Iowa,-,-,1,0,0,10,0.1,Tama,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.97,-92.72,-,-,1,,865,Unmodified
19751109.19.32,Summary,11/9/75,18:15:00,3,Iowa,-,-,1,0,0,10,2.7,Bremer,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.77,-92.13,42.8,-92.08,1,,866,Unmodified
19751109.19.33,Summary,11/9/75,18:15:00,3,Iowa,-,-,2,0,0,10,0.1,Washington,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.25,-91.62,-,-,1,,867,Unmodified
19751109.19.34,Summary,11/9/75,18:35:00,3,Iowa,-,-,1,0,0,10,0.1,Johnson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.73,-91.43,-,-,1,,868,Unmodified
19751109.19.35,Summary,11/9/75,19:00:00,3,Iowa,-,-,1,0,0,10,0.1,Allamakee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,43.22,-91.53,-,-,1,,869,Unmodified
19751109.19.36,Summary,11/9/75,19:15:00,3,Iowa,-,-,2,0,4,200,13.6,Clinton,Jackson,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.9,-90.88,42.07,-90.67,1,,870,Unmodified
19751214.19.37,Summary,12/14/75,4:35:00,3,Iowa,-,-,1,0,0,10,7,Clinton,Jackson,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42,-90.78,42.05,-90.62,1,,909,Unmodified
19760414.19.1,Summary,4/14/76,20:15:00,3,Iowa,-,-,2,0,0,67,4.9,Dallas,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,41.77,-94.02,41.8,-93.92,1,,249,Unmodified
19760423.19.2,Summary,4/23/76,19:20:00,3,Iowa,-,-,1,0,0,33,3.6,Marion,-,-,-,-,-,-,-,-,-,-,-,-,,41.3,-93.27,41.35,-93.22,1,,324,Unmodified
19760528.19.3,Summary,5/28/76,18:00:00,3,Iowa,-,-,1,0,0,100,0.5,Fremont,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.92,-95.6,-,-,1,,457,Unmodified
19760612.19.4,Summary,6/12/76,17:45:00,3,Iowa,-,-,1,0,0,100,35.1,Madison,Dallas,Polk,Story,-,-,-,-,-,-,-,-,$5K-$50K,,41.47,-93.93,41.82,-93.33,1,,578,Unmodified
19760612.19.5,Summary,6/12/76,19:15:00,3,Iowa,-,-,1,0,0,100,14.1,Madison,Warren,-,-,-,-,-,-,-,-,-,-,<$50,,41.4,-94.03,41.45,-93.73,1,,579,Unmodified
19760612.19.6,Summary,6/12/76,19:30:00,3,Iowa,-,-,2,0,2,100,6.9,Black Hawk,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.53,-92.22,42.63,-92.17,1,,580,Unmodified
19760613.19.7,Summary,6/13/76,13:58:00,3,Iowa,-,-,3,0,0,100,17.9,Dallas,Boone,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.72,-94.1,41.98,-94.02,1,,583,Unmodified
19760613.19.8,Summary,6/13/76,14:10:00,3,Iowa,-,-,5,0,9,880,21.3,Boone,Story,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,41.93,-93.87,42.18,-93.6,1,,584,Unmodified
19760613.19.9,Summary,6/13/76,14:25:00,3,Iowa,-,-,2,0,0,100,4.5,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,42.03,-93.8,42.1,-93.75,1,,585,Unmodified
19760613.19.10,Summary,6/13/76,14:40:00,3,Iowa,-,-,3,0,0,333,0.1,Boone,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.08,-93.73,42.08,-93.7,1,,586,Unmodified
19760613.19.11,Summary,6/13/76,14:45:00,3,Iowa,-,-,2,0,0,200,1.3,Story,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.12,-93.65,42.13,-93.6,1,,587,Unmodified
19760613.19.12,Summary,6/13/76,14:45:00,3,Iowa,-,-,2,0,0,100,20,Cass,Audubon,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.42,-95.13,41.62,-94.83,1,,588,Unmodified
19760613.19.13,Summary,6/13/76,16:00:00,3,Iowa,-,-,2,0,0,100,14,Black Hawk,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.42,-92.27,42.6,-92.13,1,,591,Unmodified
19760614.19.14,Summary,6/14/76,18:00:00,3,Iowa,-,-,2,0,0,33,26.9,Palo Alto,Emmet,-,-,-,-,-,-,-,-,-,-,$500-$5000,,43.15,-94.9,43.48,-94.6,1,,600,Unmodified
19760626.19.15,Summary,6/26/76,17:15:00,3,Iowa,-,-,4,0,6,200,5.1,Pottawattamie,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,41.45,-95.6,41.48,-95.5,1,,640,Unmodified
19760728.19.16,Summary,7/28/76,1:23:00,3,Iowa,-,-,2,0,0,100,1.2,Polk,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.52,-93.35,-,-,1,,732,Unmodified
19760811.19.17,Summary,8/11/76,14:15:00,3,Iowa,-,-,2,0,0,100,2,Carroll,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,42.07,-94.73,-,-,1,,758,Unmodified
19760824.19.18,Summary,8/24/76,17:30:00,3,Iowa,-,-,0,0,0,30,1,Wapello,-,-,-,-,-,-,-,-,-,-,-,-,,41.17,-92.63,-,-,1,,784,Unmodified
19770223.19.1,Summary,2/23/77,14:10:00,3,Iowa,-,-,1,0,1,13,0.1,Cerro Gordo,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,43.15,-93.2,-,-,1,,9,Unmodified
19770328.19.2,Summary,3/28/77,11:45:00,3,Iowa,-,-,1,0,0,30,0.1,Wapello,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.1,-92.5,-,-,1,,77,Unmodified
19770504.19.3,Summary,5/4/77,13:58:00,3,Iowa,-,-,1,0,0,20,4.3,Davis,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.72,-92.37,40.75,-92.28,1,,199,Unmodified
19770504.19.4,Summary,5/4/77,14:30:00,3,Iowa,-,-,2,0,0,60,2,Lee,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.78,-91.6,-,-,1,,200,Unmodified
19770504.19.5,Summary,5/4/77,14:56:00,3,Iowa,-,-,2,0,0,10,2,Des Moines,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.87,-91.3,-,-,1,,201,Unmodified
19770504.19.6,Summary,5/4/77,15:00:00,3,Iowa,-,-,2,0,1,30,0.1,Henry,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.97,-91.55,41,-91.52,1,,202,Unmodified
19770504.19.7,Summary,5/4/77,15:10:00,3,Iowa,-,-,1,0,0,20,0.1,Henry,Louisa,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,41.13,-91.48,41.2,-91.45,1,,203,Unmodified
19770504.19.8,Summary,5/4/77,18:20:00,3,Iowa,-,-,2,0,4,70,1,Webster,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,42.47,-94.22,-,-,1,,211,Unmodified
19770504.19.9,Summary,5/4/77,18:30:00,3,Iowa,-,-,1,0,0,10,1,Pocahontas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,42.55,-94.87,-,-,1,,212,Unmodified
19770504.19.10,Summary,5/4/77,18:32:00,3,Iowa,-,-,4,0,14,70,2,Webster,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,42.53,-94.15,-,-,1,,213,Unmodified
19770504.19.11,Summary,5/4/77,19:15:00,3,Iowa,-,-,0,0,0,10,1,Guthrie,-,-,-,-,-,-,-,-,-,-,-,-,,41.78,-94.53,-,-,1,,215,Unmodified
