"name","year","month","day","tmax","tmin","tobs","prcp","snow","snwd","awnd","wsf5"
"Oshkosh, WI",2012,12,26,23,15,20,0,0,7,14.32,25.9
"Oshkosh, WI",2012,12,27,26,20,23,0,0,7,8.28,18.1
"Oshkosh, WI",2012,12,28,26,20,22,0.01,0,7,8.28,18.1
"Oshkosh, WI",2012,12,29,27,22,26,0.3,5,12,8.28,18.1
"Oshkosh, WI",2012,12,30,26,13,14,0.11,1,13,8.28,25.1
"Oshkosh, WI",2012,12,31,29,11,20,0,0,10,9.17,23
"Oshkosh, WI",2013,1,1,29,-4,-4,0,0,10,5.82,14.1
"Oshkosh, WI",2013,1,2,17,-5,17,0,0,10,6.93,19.9
"Oshkosh, WI",2013,1,3,24,17,19,0,0,9,7.83,21
"Oshkosh, WI",2013,1,4,25,11,15,0,0,9,5.82,21.9
"Oshkosh, WI",2013,1,5,31,10,14,0,0,9,7.16,23
"Oshkosh, WI",2013,1,6,34,12,24,0,0,8,8.72,21.9
"Oshkosh, WI",2013,1,7,33,13,20,0,0,8,14.09,36
"Oshkosh, WI",2013,1,8,35,20,22,0,0,6,9.84,33.1
"Oshkosh, WI",2013,1,9,39,22,32,0,0,5,8.95,29.1
"Oshkosh, WI",2013,1,10,41,22,23,0,0,4,6.71,23.9
"Oshkosh, WI",2013,1,11,39,21,33,0.36,0,3,7.16,23
"Oshkosh, WI",2013,1,12,46,33,44,0.1,0,0,12.53,35.1
"Oshkosh, WI",2013,1,13,46,15,15,0,0,0,11.18,28
"Oshkosh, WI",2013,1,14,21,7,8,0,0,0,4.92,21
"Oshkosh, WI",2013,1,15,23,8,13,0,0,0,8.5,23.9
"Oshkosh, WI",2013,1,16,30,13,21,0,0,0,11.86,31.1
"Oshkosh, WI",2013,1,17,32,13,13,0,0,0,7.38,21.9
"Oshkosh, WI",2013,1,18,21,10,14,0,0,0,11.63,40.9
"Oshkosh, WI",2013,1,19,39,14,34,0,0,0,11.18,53.9
"Oshkosh, WI",2013,1,20,45,4,4,0,0,0,12.3,40
"Oshkosh, WI",2013,1,21,9,1,1,0,0,0,13.42,30
"Oshkosh, WI",2013,1,22,1,-9,-9,0,0,0,7.83,19.9
"Oshkosh, WI",2013,1,23,7,-9,6,0,0,0,8.5,32
"Oshkosh, WI",2013,1,24,15,-2,-2,0.03,0,0,4.47,12.1
"Oshkosh, WI",2013,1,25,17,-2,16,0.05,1,1,8.5,23
"Oshkosh, WI",2013,1,26,21,-2,4,0.08,2,3,4.7,17
"Oshkosh, WI",2013,1,27,25,3,25,0,0,2,9.62,21
"Oshkosh, WI",2013,1,28,33,25,33,0.56,1,3,4.47,13
"Oshkosh, WI",2013,1,29,37,31,37,0.54,0,0,8.72,21
"Oshkosh, WI",2013,1,30,49,30,30,0.55,1,1,14.32,31.1
"Oshkosh, WI",2013,1,31,30,10,10,0.5,7,8,13.87,28
"Oshkosh, WI",2013,2,1,11,-7,-7,0,0,7,8.5,18.1
"Oshkosh, WI",2013,2,2,5,-8,3,0.03,0.8,8,4.03,15
"Oshkosh, WI",2013,2,3,11,-8,8,0,0,8,5.82,23
"Oshkosh, WI",2013,2,4,16,-8,9,0.02,0.4,8,4.7,14.1
"Oshkosh, WI",2013,2,5,16,6,15,0.01,0.1,8,9.17,23.9
"Oshkosh, WI",2013,2,6,25,0,1,0,0,8,3.8,15
"Oshkosh, WI",2013,2,7,33,1,32,0.12,0.5,7,12.75,36
"Oshkosh, WI",2013,2,8,32,18,18,0.52,4.7,12,8.95,29.1
"Oshkosh, WI",2013,2,9,24,3,12,0,0,12,8.72,25.1
"Oshkosh, WI",2013,2,10,27,12,24,0,0,11,9.84,30
"Oshkosh, WI",2013,2,11,42,24,33,0.41,0,6,14.76,33.1
"Oshkosh, WI",2013,2,12,35,21,21,0,0,6,8.5,21.9
"Oshkosh, WI",2013,2,13,28,20,22,0,0,5,6.04,15
"Oshkosh, WI",2013,2,14,35,22,33,0.12,1.1,6,8.95,23.9
"Oshkosh, WI",2013,2,15,34,9,9,0.1,1.9,7,8.5,23
"Oshkosh, WI",2013,2,16,23,0,1,0,0,7,6.04,15
"Oshkosh, WI",2013,2,17,17,-5,-3,0,0,7,4.92,21
"Oshkosh, WI",2013,2,18,28,-3,26,0,0,7,10.51,25.1
"Oshkosh, WI",2013,2,19,42,15,15,0.3,2,8,17.67,36
"Oshkosh, WI",2013,2,20,15,3,4,0.01,0.3,7,8.72,19.9
"Oshkosh, WI",2013,2,21,25,4,12,0,0,7,10.96,25.9
"Oshkosh, WI",2013,2,22,25,12,24,0.12,3,9,6.49,25.1
"Oshkosh, WI",2013,2,23,32,24,25,0.11,1,10,6.26,16.1
"Oshkosh, WI",2013,2,24,30,23,23,0,0,8,4.7,13
"Oshkosh, WI",2013,2,25,36,16,22,0,0,8,1.79,8.1
"Oshkosh, WI",2013,2,26,37,22,26,0,0,7,15.88,36
"Oshkosh, WI",2013,2,27,37,22,28,0.11,1,8,18.34,36
"Oshkosh, WI",2013,2,28,33,28,30,0.07,0.5,9,16.11,32
"Oshkosh, WI",2013,3,1,33,22,22,0.01,0,8,9.62,30
"Oshkosh, WI",2013,3,2,29,6,8,0,0,8,6.26,21
"Oshkosh, WI",2013,3,3,29,6,8,0,0,8,2.91,8.1
"Oshkosh, WI",2013,3,4,28,4,11,0,0,8,5.14,NA
"Oshkosh, WI",2013,3,5,30,11,23,0,0,8,13.65,31.1
"Oshkosh, WI",2013,3,6,30,23,25,0.09,1.5,9,8.95,23
"Oshkosh, WI",2013,3,7,33,13,13,0,0,9,2.68,10.1
"Oshkosh, WI",2013,3,8,33,13,16,0,0,8,4.7,18.1
"Oshkosh, WI",2013,3,9,40,16,32,0,0,6,9.62,19.9
"Oshkosh, WI",2013,3,10,38,32,35,0.63,0,5,10.07,29.1
"Oshkosh, WI",2013,3,11,40,33,36,0.62,0,5,8.95,25.1
"Oshkosh, WI",2013,3,12,40,25,25,0.06,0.1,5,9.62,28
"Oshkosh, WI",2013,3,13,36,18,18,0.02,0.5,6,9.84,28
"Oshkosh, WI",2013,3,14,32,17,17,0,0,6,6.49,15
"Oshkosh, WI",2013,3,15,36,17,30,0,0,6,7.38,23.9
"Oshkosh, WI",2013,3,16,35,18,18,0.2,2.4,8,9.84,25.9
"Oshkosh, WI",2013,3,17,29,12,12,0,0,8,8.5,19.9
"Oshkosh, WI",2013,3,18,29,12,28,0,0,8,8.72,30
"Oshkosh, WI",2013,3,19,31,14,14,0.27,2,10,16.11,38
"Oshkosh, WI",2013,3,20,31,7,7,0,0,10,12.75,28
"Oshkosh, WI",2013,3,21,18,6,14,0,0,9,7.61,16.1
"Oshkosh, WI",2013,3,22,29,9,10,0,0,9,3.8,10.1
"Oshkosh, WI",2013,3,23,35,10,17,0,0,8,2.91,10.1
"Oshkosh, WI",2013,3,24,38,17,28,0,0,8,14.54,29.1
"Oshkosh, WI",2013,3,25,33,22,22,0,0,6,10.96,25.1
"Oshkosh, WI",2013,3,26,36,22,29,0.01,0,8,6.71,14.1
"Oshkosh, WI",2013,3,27,40,28,31,0.01,0.1,8,6.49,17
"Oshkosh, WI",2013,3,28,41,22,23,0,0,6,5.14,12.1
"Oshkosh, WI",2013,3,29,45,23,26,0,0,6,4.03,12.1
"Oshkosh, WI",2013,3,30,48,26,35,0,0,5,8.95,21.9
"Oshkosh, WI",2013,3,31,48,35,37,0.03,0,2,9.84,31.1
"Oshkosh, WI",2013,4,1,44,24,24,0,0,2,12.08,29.1
"Oshkosh, WI",2013,4,2,33,22,22,0,0,2,8.95,23
"Oshkosh, WI",2013,4,3,37,21,22,0,0,0,5.59,21
"Oshkosh, WI",2013,4,4,41,21,34,0,0,0,11.63,25.9
"Oshkosh, WI",2013,4,5,54,28,31,0,0,0,7.16,19.9
"Oshkosh, WI",2013,4,6,41,29,32,0.1,1,1,11.41,30
"Oshkosh, WI",2013,4,7,52,32,36,0.08,0,0,9.84,33.1
"Oshkosh, WI",2013,4,8,46,35,38,0.03,0,0,7.61,25.1
"Oshkosh, WI",2013,4,9,42,34,34,0.29,0,0,13.42,32
"Oshkosh, WI",2013,4,10,42,30,31,1.83,0,0,15.21,33.1
"Oshkosh, WI",2013,4,11,35,31,34,0.06,0,0,15.21,36
"Oshkosh, WI",2013,4,12,37,33,35,0.54,0,0,7.16,19.9
"Oshkosh, WI",2013,4,13,38,32,32,0.06,0,0,8.5,29.1
"Oshkosh, WI",2013,4,14,40,30,32,0,0,0,10.51,28
"Oshkosh, WI",2013,4,15,47,32,43,0.45,0,0,9.17,36.9
"Oshkosh, WI",2013,4,16,61,33,33,0.02,0,0,6.71,23.9
"Oshkosh, WI",2013,4,17,48,33,36,0,0,0,10.07,23.9
"Oshkosh, WI",2013,4,18,42,33,38,0.51,0,0,12.08,38
"Oshkosh, WI",2013,4,19,49,34,34,0.12,0,0,16.55,35.1
"Oshkosh, WI",2013,4,20,38,26,28,0,0,0,8.05,23.9
"Oshkosh, WI",2013,4,21,42,28,35,0,0,0,12.75,25.9
"Oshkosh, WI",2013,4,22,45,34,43,0,0,0,10.51,31.1
"Oshkosh, WI",2013,4,23,63,43,50,0.06,0,0,10.74,21.9
"Oshkosh, WI",2013,4,24,50,33,34,0,0,0,8.5,30
"Oshkosh, WI",2013,4,25,52,34,36,0.02,0,0,9.17,28
"Oshkosh, WI",2013,4,26,51,36,43,0,0,0,14.32,38
"Oshkosh, WI",2013,4,27,69,38,50,0,0,0,8.28,23.9
"Oshkosh, WI",2013,4,28,68,45,48,0,0,0,4.7,14.1
"Oshkosh, WI",2013,4,29,71,48,57,0,0,0,8.72,29.1
"Oshkosh, WI",2013,4,30,72,55,62,0.13,0,0,15.43,36.9
"Oshkosh, WI",2013,5,1,85,55,56,0,0,0,9.62,32
"Oshkosh, WI",2013,5,2,74,40,41,0,0,0,15.88,29.1
"Oshkosh, WI",2013,5,3,53,34,35,0.82,0,0,13.2,28
"Oshkosh, WI",2013,5,4,46,35,43,0.13,0,0,7.83,18.1
"Oshkosh, WI",2013,5,5,68,43,45,0,0,0,6.93,16.1
"Oshkosh, WI",2013,5,6,70,45,49,0,0,0,4.92,15
"Oshkosh, WI",2013,5,7,74,48,55,0,0,0,3.36,12.1
"Oshkosh, WI",2013,5,8,77,51,62,0,0,0,3.58,13
"Oshkosh, WI",2013,5,9,79,51,61,0,0,0,10.29,40
"Oshkosh, WI",2013,5,10,70,38,38,0.84,0,0,11.41,35.1
"Oshkosh, WI",2013,5,11,53,38,49,0,0,0,12.75,42.9
"Oshkosh, WI",2013,5,12,52,36,38,0.02,0,0,12.53,35.1
"Oshkosh, WI",2013,5,13,52,31,35,0,0,0,7.16,21.9
"Oshkosh, WI",2013,5,14,58,35,53,0,0,0,9.62,23.9
"Oshkosh, WI",2013,5,15,75,53,64,0,0,0,8.05,23.9
"Oshkosh, WI",2013,5,16,74,53,56,0,0,0,8.05,23
"Oshkosh, WI",2013,5,17,73,51,51,0,0,0,8.5,18.1
"Oshkosh, WI",2013,5,18,55,49,55,0.22,0,0,7.16,17
"Oshkosh, WI",2013,5,19,76,55,64,0,0,0,9.4,28
"Oshkosh, WI",2013,5,20,83,63,65,0.09,0,0,11.18,33.1
"Oshkosh, WI",2013,5,21,83,64,65,0,0,0,8.72,32
"Oshkosh, WI",2013,5,22,77,58,60,0,0,0,8.72,21.9
"Oshkosh, WI",2013,5,23,60,44,44,1.8,0,0,15.21,35.1
"Oshkosh, WI",2013,5,24,58,39,41,0.01,0,0,6.49,21.9
"Oshkosh, WI",2013,5,25,52,41,52,0,0,0,6.26,16.1
"Oshkosh, WI",2013,5,26,54,43,49,0,0,0,6.93,21
"Oshkosh, WI",2013,5,27,66,49,55,0,0,0,10.74,28
"Oshkosh, WI",2013,5,28,57,51,52,0.07,0,0,5.59,16.1
"Oshkosh, WI",2013,5,29,62,52,61,0.33,0,0,5.82,25.1
"Oshkosh, WI",2013,5,30,82,60,67,0.16,0,0,12.75,44.1
"Oshkosh, WI",2013,5,31,86,64,65,0.12,0,0,12.53,29.1
"Oshkosh, WI",2013,6,1,77,62,63,0,0,0,7.83,31.1
"Oshkosh, WI",2013,6,2,78,47,47,0.19,0,0,9.4,21
"Oshkosh, WI",2013,6,3,63,46,49,0,0,0,4.03,19.9
"Oshkosh, WI",2013,6,4,71,49,56,0,0,0,5.59,21
"Oshkosh, WI",2013,6,5,59,53,54,0.1,0,0,8.95,21
"Oshkosh, WI",2013,6,6,62,52,53,0.36,0,0,7.16,19.9
"Oshkosh, WI",2013,6,7,57,51,54,0.11,0,0,2.91,10.1
"Oshkosh, WI",2013,6,8,71,54,58,0,0,0,3.8,13
"Oshkosh, WI",2013,6,9,69,57,58,0,0,0,7.61,23.9
"Oshkosh, WI",2013,6,10,74,57,61,0,0,0,3.58,13
"Oshkosh, WI",2013,6,11,77,61,64,0,0,0,4.47,16.1
"Oshkosh, WI",2013,6,12,80,64,65,0.03,0,0,7.61,23.9
"Oshkosh, WI",2013,6,13,80,58,63,0.36,0,0,8.5,23
"Oshkosh, WI",2013,6,14,76,55,59,0.03,0,0,6.71,18.1
"Oshkosh, WI",2013,6,15,76,57,62,0.02,0,0,7.61,30
"Oshkosh, WI",2013,6,16,78,60,64,1.47,0,0,6.04,23
"Oshkosh, WI",2013,6,17,82,63,66,0,0,0,6.93,32
"Oshkosh, WI",2013,6,18,80,51,55,0,0,0,8.95,25.1
"Oshkosh, WI",2013,6,19,71,48,58,0,0,0,4.47,19.9
"Oshkosh, WI",2013,6,20,77,58,64,0,0,0,8.95,21.9
"Oshkosh, WI",2013,6,21,85,64,73,0,0,0,8.05,36.9
"Oshkosh, WI",2013,6,22,78,64,68,0.83,0,0,5.59,25.9
"Oshkosh, WI",2013,6,23,77,65,67,0.21,0,0,9.4,29.1
"Oshkosh, WI",2013,6,24,86,67,70,0,0,0,6.93,21
"Oshkosh, WI",2013,6,25,82,66,67,0.11,0,0,4.92,19.9
"Oshkosh, WI",2013,6,26,80,67,70,0.2,0,0,5.82,23
"Oshkosh, WI",2013,6,27,83,70,71,0,0,0,5.82,31.1
"Oshkosh, WI",2013,6,28,85,65,67,0.11,0,0,8.72,30
"Oshkosh, WI",2013,6,29,77,62,62,0.26,0,0,13.87,32
"Oshkosh, WI",2013,6,30,77,57,61,0,0,0,8.72,23
"Oshkosh, WI",2013,7,1,77,57,61,0,0,0,7.61,19.9
"Oshkosh, WI",2013,7,2,81,61,63,0,0,0,7.16,18.1
"Oshkosh, WI",2013,7,3,75,62,63,0,0,0,4.47,17
"Oshkosh, WI",2013,7,4,70,61,65,0,0,0,6.26,25.1
"Oshkosh, WI",2013,7,5,82,65,71,0,0,0,9.17,25.1
"Oshkosh, WI",2013,7,6,85,67,70,0,0,0,7.83,19.9
"Oshkosh, WI",2013,7,7,87,69,71,0,0,0,7.38,16.1
"Oshkosh, WI",2013,7,8,87,69,69,1.15,0,0,7.16,NA
"Oshkosh, WI",2013,7,9,84,68,71,0.13,0,0,6.49,21.9
"Oshkosh, WI",2013,7,10,83,69,69,0.31,0,0,9.17,28
"Oshkosh, WI",2013,7,11,77,59,62,0,0,0,4.7,14.1
"Oshkosh, WI",2013,7,12,80,61,64,0,0,0,5.14,19.9
"Oshkosh, WI",2013,7,13,83,63,66,0,0,0,6.93,19.9
"Oshkosh, WI",2013,7,14,85,64,69,0,0,0,5.59,17
"Oshkosh, WI",2013,7,15,88,69,72,0,0,0,4.7,16.1
"Oshkosh, WI",2013,7,16,90,72,75,0,0,0,4.92,16.1
"Oshkosh, WI",2013,7,17,91,75,77,0,0,0,3.58,21
"Oshkosh, WI",2013,7,18,92,75,77,0.02,0,0,8.5,25.9
"Oshkosh, WI",2013,7,19,93,77,78,0,0,0,8.95,29.1
"Oshkosh, WI",2013,7,20,91,65,67,0,0,0,8.5,21
"Oshkosh, WI",2013,7,21,77,64,65,0,0,0,6.04,18.1
"Oshkosh, WI",2013,7,22,74,62,65,0.3,0,0,7.16,25.1
"Oshkosh, WI",2013,7,23,84,64,64,0.17,0,0,10.07,23.9
"Oshkosh, WI",2013,7,24,72,55,58,0,0,0,3.36,12.1
"Oshkosh, WI",2013,7,25,73,58,60,0,0,0,9.62,25.1
"Oshkosh, WI",2013,7,26,80,60,65,0.34,0,0,8.05,25.1
"Oshkosh, WI",2013,7,27,74,52,52,0.13,0,0,8.72,21
"Oshkosh, WI",2013,7,28,62,50,54,0,0,0,8.72,28
"Oshkosh, WI",2013,7,29,66,54,56,0,0,0,5.82,19.9
"Oshkosh, WI",2013,7,30,72,55,58,0,0,0,5.82,15
"Oshkosh, WI",2013,7,31,78,55,64,0,0,0,4.25,36.9
"Oshkosh, WI",2013,8,1,79,57,59,0.02,0,0,6.04,25.9
"Oshkosh, WI",2013,8,2,78,59,64,0,0,0,7.16,18.1
"Oshkosh, WI",2013,8,3,79,56,58,0,0,0,5.59,19.9
"Oshkosh, WI",2013,8,4,76,57,60,0,0,0,4.92,16.1
"Oshkosh, WI",2013,8,5,73,57,59,0,0,0,8.95,23
"Oshkosh, WI",2013,8,6,73,59,66,0,0,0,5.82,40.9
"Oshkosh, WI",2013,8,7,83,60,62,0.67,0,0,6.49,40.9
"Oshkosh, WI",2013,8,8,77,60,65,0,0,0,4.25,23
"Oshkosh, WI",2013,8,9,77,60,63,0,0,0,6.93,19.9
"Oshkosh, WI",2013,8,10,78,61,62,0,0,0,2.01,13
"Oshkosh, WI",2013,8,11,78,57,60,0,0,0,1.34,12.1
"Oshkosh, WI",2013,8,12,78,56,57,0.08,0,0,5.37,28
"Oshkosh, WI",2013,8,13,80,51,52,0.19,0,0,8.72,23
"Oshkosh, WI",2013,8,14,80,49,51,0.01,0,0,3.58,17
"Oshkosh, WI",2013,8,15,71,51,55,0,0,0,4.47,16.1
"Oshkosh, WI",2013,8,16,78,55,60,0,0,0,4.25,12.1
"Oshkosh, WI",2013,8,17,81,58,61,0,0,0,4.7,16.1
"Oshkosh, WI",2013,8,18,81,58,64,0,0,0,5.37,21.9
"Oshkosh, WI",2013,8,19,82,61,63,0,0,0,6.71,21
"Oshkosh, WI",2013,8,20,82,62,67,0,0,0,9.62,23.9
"Oshkosh, WI",2013,8,21,86,67,71,0,0,0,12.3,40.9
"Oshkosh, WI",2013,8,22,89,65,67,0.17,0,0,4.03,12.1
"Oshkosh, WI",2013,8,23,78,60,64,0,0,0,5.59,16.1
"Oshkosh, WI",2013,8,24,81,59,60,0,0,0,8.5,21.9
"Oshkosh, WI",2013,8,25,84,60,70,0,0,0,12.75,29.1
"Oshkosh, WI",2013,8,26,90,70,74,0,0,0,6.93,29.1
"Oshkosh, WI",2013,8,27,90,70,75,0.21,0,0,7.38,33.1
"Oshkosh, WI",2013,8,28,93,73,NA,0.75,0,0,5.82,16.1
"Oshkosh, WI",2013,8,29,83,69,71,0,0,0,5.59,21
"Oshkosh, WI",2013,8,30,88,70,73,0,0,0,10.96,23.9
"Oshkosh, WI",2013,8,31,85,63,67,0,0,0,4.92,17
"Oshkosh, WI",2013,9,1,79,63,63,0,0,0,6.71,25.9
"Oshkosh, WI",2013,9,2,82,60,60,0.5,0,0,8.95,19.9
"Oshkosh, WI",2013,9,3,68,49,49,0,0,0,4.92,16.1
"Oshkosh, WI",2013,9,4,75,49,59,0,0,0,5.82,21
"Oshkosh, WI",2013,9,5,80,59,59,0,0,0,7.61,19.9
"Oshkosh, WI",2013,9,6,73,55,55,0,0,0,8.72,21
"Oshkosh, WI",2013,9,7,85,55,69,0,0,0,9.17,30
"Oshkosh, WI",2013,9,8,82,61,61,1.1,0,0,8.5,25.1
"Oshkosh, WI",2013,9,9,75,61,69,0.1,0,0,8.05,25.9
"Oshkosh, WI",2013,9,10,88,69,74,0,0,0,7.83,25.1
"Oshkosh, WI",2013,9,11,91,68,68,0.06,0,0,5.82,19.9
"Oshkosh, WI",2013,9,12,81,60,63,0,0,0,9.62,25.9
"Oshkosh, WI",2013,9,13,73,45,45,0,0,0,7.61,21.9
"Oshkosh, WI",2013,9,14,62,45,56,0,0,0,5.82,23
"Oshkosh, WI",2013,9,15,70,54,54,0.16,0,0,8.05,25.9
"Oshkosh, WI",2013,9,16,64,41,41,0.5,0,0,6.93,19.9
"Oshkosh, WI",2013,9,17,61,41,43,0,0,0,5.37,19.9
"Oshkosh, WI",2013,9,18,67,43,58,0.23,0,0,11.18,29.1
"Oshkosh, WI",2013,9,19,79,58,69,0,0,0,12.08,36
"Oshkosh, WI",2013,9,20,82,65,66,0.67,0,0,7.16,21.9
"Oshkosh, WI",2013,9,21,69,51,51,0,0,0,7.61,21
"Oshkosh, WI",2013,9,22,59,42,42,0,0,0,5.37,16.1
"Oshkosh, WI",2013,9,23,59,42,48,0,0,0,5.37,18.1
"Oshkosh, WI",2013,9,24,65,48,49,0,0,0,4.47,15
"Oshkosh, WI",2013,9,25,70,47,47,0,0,0,2.91,14.1
"Oshkosh, WI",2013,9,26,69,47,55,0,0,0,4.03,16.1
"Oshkosh, WI",2013,9,27,74,51,56,0,0,0,7.38,23
"Oshkosh, WI",2013,9,28,79,56,59,0,0,0,12.53,38
"Oshkosh, WI",2013,9,29,79,47,47,0.22,0,0,4.92,15
"Oshkosh, WI",2013,9,30,70,47,50,0,0,0,11.18,28
"Oshkosh, WI",2013,10,1,73,50,58,0,0,0,9.62,25.9
"Oshkosh, WI",2013,10,2,78,47,48,0,0,0,3.8,13
"Oshkosh, WI",2013,10,3,74,47,58,0,0,0,6.49,23
"Oshkosh, WI",2013,10,4,74,47,56,0.75,0,0,8.5,21.9
"Oshkosh, WI",2013,10,5,60,56,59,0.2,0,0,6.49,21.9
"Oshkosh, WI",2013,10,6,66,50,50,0.66,0,0,4.7,16.1
"Oshkosh, WI",2013,10,7,61,48,48,0.05,0,0,7.38,23.9
"Oshkosh, WI",2013,10,8,64,45,47,0,0,0,7.61,25.1
"Oshkosh, WI",2013,10,9,75,45,53,0,0,0,8.72,23
"Oshkosh, WI",2013,10,10,73,45,45,0,0,0,4.92,16.1
"Oshkosh, WI",2013,10,11,73,44,55,0,0,0,9.17,25.9
"Oshkosh, WI",2013,10,12,73,54,60,0.25,0,0,8.95,25.9
"Oshkosh, WI",2013,10,13,70,42,44,0.03,0,0,4.47,19.9
"Oshkosh, WI",2013,10,14,59,38,38,0,0,0,5.37,21
"Oshkosh, WI",2013,10,15,60,38,55,0,0,0,7.83,21
"Oshkosh, WI",2013,10,16,57,47,48,0.48,0,0,5.59,15
"Oshkosh, WI",2013,10,17,57,43,43,0,0,0,4.25,16.1
"Oshkosh, WI",2013,10,18,54,43,44,0,0,0,6.49,21.9
"Oshkosh, WI",2013,10,19,50,35,35,0,0,0,5.37,29.1
"Oshkosh, WI",2013,10,20,52,33,34,0.11,0,0,5.59,25.9
"Oshkosh, WI",2013,10,21,48,34,37,0.07,0,0,10.29,28
"Oshkosh, WI",2013,10,22,42,28,29,0,0,0,7.61,19.9
"Oshkosh, WI",2013,10,23,47,29,32,0,0,0,7.61,25.1
"Oshkosh, WI",2013,10,24,47,32,33,0,0,0,8.05,21.9
"Oshkosh, WI",2013,10,25,47,28,29,0,0,0,10.51,36
"Oshkosh, WI",2013,10,26,50,28,44,0,0,0,9.62,29.1
"Oshkosh, WI",2013,10,27,50,34,35,0,0,0,6.71,23.9
"Oshkosh, WI",2013,10,28,54,35,37,0,0,0,13.65,32
"Oshkosh, WI",2013,10,29,54,34,35,0,0,0,6.26,15
"Oshkosh, WI",2013,10,30,48,35,42,0,0,0,4.92,17
"Oshkosh, WI",2013,10,31,53,35,52,1.3,0,0,6.26,25.1
"Oshkosh, WI",2013,11,1,57,41,42,0.8,0,0,8.28,28
"Oshkosh, WI",2013,11,2,46,40,40,0.12,0,0,4.25,16.1
"Oshkosh, WI",2013,11,3,43,32,33,0,0,0,6.93,23
"Oshkosh, WI",2013,11,4,50,33,45,0,0,0,12.97,31.1
"Oshkosh, WI",2013,11,5,53,44,44,0,0,0,5.82,32
"Oshkosh, WI",2013,11,6,54,42,42,0.65,0,0,12.53,32
"Oshkosh, WI",2013,11,7,42,27,28,0.2,0,0,6.49,23
"Oshkosh, WI",2013,11,8,42,25,27,0,0,0,8.72,28
"Oshkosh, WI",2013,11,9,46,26,46,0.11,0,0,13.65,36
"Oshkosh, WI",2013,11,10,50,39,39,0,0,0,9.62,30
"Oshkosh, WI",2013,11,11,46,35,36,0.02,0,0,12.3,30
"Oshkosh, WI",2013,11,12,36,19,19,0,0,0,8.5,23
"Oshkosh, WI",2013,11,13,30,19,21,0,0,0,13.2,35.1
"Oshkosh, WI",2013,11,14,43,21,32,0,0,0,9.84,21.9
"Oshkosh, WI",2013,11,15,47,32,36,0,0,0,7.61,21
"Oshkosh, WI",2013,11,16,54,36,40,0,0,0,15.43,44.1
"Oshkosh, WI",2013,11,17,57,40,54,0.19,0,0,11.63,42.9
"Oshkosh, WI",2013,11,18,54,32,32,0.92,0,0,16.55,38
"Oshkosh, WI",2013,11,19,33,20,21,0,0,0,6.26,18.1
"Oshkosh, WI",2013,11,20,37,21,34,0,0,0,10.74,25.1
"Oshkosh, WI",2013,11,21,42,34,37,0.04,0,0,4.03,19.9
"Oshkosh, WI",2013,11,22,41,28,28,0.01,0.3,0,9.4,28
"Oshkosh, WI",2013,11,23,35,14,14,0,0,0,13.87,31.1
"Oshkosh, WI",2013,11,24,20,7,7,0,0,0,10.51,35.1
"Oshkosh, WI",2013,11,25,26,7,22,0.02,0,0,12.53,36.9
"Oshkosh, WI",2013,11,26,32,22,28,0,0,0,11.41,30
"Oshkosh, WI",2013,11,27,30,12,13,0,0,0,7.83,23
"Oshkosh, WI",2013,11,28,28,13,21,0.01,0.3,0,5.82,16.1
"Oshkosh, WI",2013,11,29,24,11,11,0,0,0,5.14,17
"Oshkosh, WI",2013,11,30,30,11,30,0,0,0,10.07,28
"Oshkosh, WI",2013,12,1,43,26,31,0,0,0,2.46,12.1
"Oshkosh, WI",2013,12,2,39,22,27,0,0,0,4.7,18.1
"Oshkosh, WI",2013,12,3,38,27,33,0.13,0.2,0,9.84,18.1
"Oshkosh, WI",2013,12,4,38,27,33,0.15,0,0,9.62,32
"Oshkosh, WI",2013,12,5,48,21,21,0.07,0,0,12.75,35.1
"Oshkosh, WI",2013,12,6,22,4,4,0,0,0,11.18,23
"Oshkosh, WI",2013,12,7,13,-2,-2,0,0,0,6.49,21
"Oshkosh, WI",2013,12,8,12,-2,7,0,0,0,8.05,21
"Oshkosh, WI",2013,12,9,15,6,9,0.15,2,2,9.17,31.1
"Oshkosh, WI",2013,12,10,18,-4,3,0,0,2,10.07,30
"Oshkosh, WI",2013,12,11,18,-4,4,0,0,2,8.72,23.9
"Oshkosh, WI",2013,12,12,5,-4,3,0.01,0.1,2,6.71,18.1
"Oshkosh, WI",2013,12,13,19,3,16,0,0,2,11.41,27.1
"Oshkosh, WI",2013,12,14,17,14,17,0.05,0.5,3,9.84,23.9
"Oshkosh, WI",2013,12,15,21,4,4,0.01,0,3,12.53,28
"Oshkosh, WI",2013,12,16,10,-6,-5,0,0,3,5.14,18.1
"Oshkosh, WI",2013,12,17,22,-5,21,0.08,1.1,4,11.41,30
"Oshkosh, WI",2013,12,18,31,8,8,0,0,4,8.05,25.1
"Oshkosh, WI",2013,12,19,32,8,20,0,0,3,11.86,32
"Oshkosh, WI",2013,12,20,26,19,20,0.03,0.2,3,15.21,29.1
"Oshkosh, WI",2013,12,21,26,19,22,0.01,0.1,3,10.96,28
"Oshkosh, WI",2013,12,22,26,20,20,0.06,1,4,13.2,28
"Oshkosh, WI",2013,12,23,26,14,14,0.25,4.2,8,5.82,17
"Oshkosh, WI",2013,12,24,21,-9,-8,0.2,3.1,11,6.26,23
"Oshkosh, WI",2013,12,25,20,-8,15,0.24,3.5,13,8.5,23.9
